日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-03-11,アイムジャグラーEX,118,573,-104,2,0,1/286.5,1/286.5,1/0.0
2023-03-11,アイムジャグラーEX,120,2563,-42,9,6,1/170.9,1/284.8,1/427.2
2023-03-11,アイムジャグラーEX,121,1446,-500,4,1,1/289.2,1/361.5,1/1446.0
2023-03-11,アイムジャグラーEX,122,904,-1263,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,アイムジャグラーEX,123,1256,+450,7,2,1/139.6,1/179.4,1/628.0
2023-03-11,アイムジャグラーEX,125,1419,-436,5,1,1/236.5,1/283.8,1/1419.0
2023-03-11,アイムジャグラーEX,平均,1360,-316,4,2,1/220.6,1/302.3,1/816.1
2023-03-11,ディスクアップ2,60,1815,+567,7,2,1/201.7,1/259.3,1/907.5
2023-03-11,ディスクアップ2,61,1648,-1187,2,2,1/412.0,1/824.0,1/824.0
2023-03-11,ディスクアップ2,62,4364,-380,14,4,1/242.4,1/311.7,1/1091.0
2023-03-11,ディスクアップ2,平均,2609,-333,8,3,1/252.5,1/340.3,1/978.4
2023-03-11,ハッピージャグラーVIII,130,1620,-445,4,5,1/180.0,1/405.0,1/324.0
2023-03-11,ハッピージャグラーVIII,131,1056,-488,3,1,1/264.0,1/352.0,1/1056.0
2023-03-11,ハッピージャグラーVIII,132,3655,-1211,8,10,1/203.1,1/456.9,1/365.5
2023-03-11,ハッピージャグラーVIII,平均,2110,-715,5,5,1/204.2,1/422.1,1/395.7
2023-03-11,マイジャグラーV,126,1853,-820,5,2,1/264.7,1/370.6,1/926.5
2023-03-11,マイジャグラーV,127,2509,-735,6,7,1/193.0,1/418.2,1/358.4
2023-03-11,マイジャグラーV,128,3071,+141,12,8,1/153.6,1/255.9,1/383.9
2023-03-11,マイジャグラーV,平均,2478,-471,8,6,1/185.8,1/323.2,1/437.2
2023-03-11,GI優駿倶楽部3,68,1564,-1561,0,2,1/782.0,1/0.0,1/782.0
2023-03-11,GI優駿倶楽部3,70,5359,-55,7,11,1/297.7,1/765.6,1/487.2
2023-03-11,GI優駿倶楽部3,平均,3462,-808,4,6,1/346.1,1/989.0,1/532.5
2023-03-11,ひぐらしのなく頃に祭2,21,248,-247,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ひぐらしのなく頃に祭2,22,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ひぐらしのなく頃に祭2,平均,124,-124,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,チバリヨ‐25,66,298,-414,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,チバリヨ‐25,67,746,+1087,7,1,1/93.2,1/106.6,1/746.0
2023-03-11,チバリヨ‐25,平均,522,+336,4,0,1/130.5,1/149.1,1/1044.0
2023-03-11,ニューパルサーDX3,113,1121,-535,2,2,1/280.2,1/560.5,1/560.5
2023-03-11,ニューパルサーDX3,115,284,-185,0,1,1/284.0,1/0.0,1/284.0
2023-03-11,ニューパルサーDX3,平均,702,-360,1,2,1/281.0,1/702.5,1/468.3
2023-03-11,ニューパルサーSPⅢ,133,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ニューパルサーSPⅢ,135,659,-319,2,0,1/329.5,1/329.5,1/0.0
2023-03-11,ニューパルサーSPⅢ,平均,330,-160,1,0,1/329.5,1/329.5,1/0.0
2023-03-11,ハードボイルド,18,301,-449,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ハードボイルド,20,1165,-339,2,3,1/233.0,1/582.5,1/388.3
2023-03-11,ハードボイルド,平均,733,-394,1,2,1/293.2,1/733.0,1/488.7
2023-03-11,リノヘブン,701,812,-736,1,2,1/270.7,1/812.0,1/406.0
2023-03-11,リノヘブン,703,1393,-587,5,1,1/232.2,1/278.6,1/1393.0
2023-03-11,リノヘブン,平均,1102,-662,3,2,1/245.0,1/367.5,1/735.0
2023-03-11,主役は銭形3,13,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,主役は銭形3,15,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,主役は銭形3,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,718,1082,+2274,30,30,1/18.0,1/36.1,1/36.1
2023-03-11,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,720,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,平均,541,+1137,15,15,1/18.0,1/36.1,1/36.1
2023-03-11,新ハナビ,136,1039,-39,3,2,1/207.8,1/346.3,1/519.5
2023-03-11,新ハナビ,137,292,-279,0,1,1/292.0,1/0.0,1/292.0
2023-03-11,新ハナビ,平均,666,-159,2,2,1/221.8,1/443.7,1/443.7
2023-03-11,甲鉄城のカバネリ,16,2475,-1124,10,6,1/154.7,1/247.5,1/412.5
2023-03-11,甲鉄城のカバネリ,17,3191,-770,16,10,1/122.7,1/199.4,1/319.1
2023-03-11,甲鉄城のカバネリ,平均,2833,-947,13,8,1/134.9,1/217.9,1/354.1
2023-03-11,盾の勇者の成り上がり,63,2193,+1213,57,4,1/36.0,1/38.5,1/548.2
2023-03-11,盾の勇者の成り上がり,65,1588,-849,16,4,1/79.4,1/99.2,1/397.0
2023-03-11,盾の勇者の成り上がり,平均,1890,+182,36,4,1/46.7,1/51.8,1/472.6
2023-03-11,花火絶景,108,15,-28,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,花火絶景,110,3572,-606,6,7,1/274.8,1/595.3,1/510.3
2023-03-11,花火絶景,平均,1794,-317,3,4,1/275.9,1/597.8,1/512.4
2023-03-11,閉鎖,700,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,閉鎖,702,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,閉鎖,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,闘魂継承 アントニオ猪木という名のパチスロ機,1,276,-288,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,モンスターハンター:ワールドTM 黄金狩猟,2,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,新鬼武者～DAWN OF DREAMS～,3,150,-181,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,アラジンAクラシック,5,442,-553,1,0,1/442.0,1/442.0,1/0.0
2023-03-11,鉄拳4アルティメットデビルVer.,6,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,GANTZ極 THE SURVIVAL GAME,7,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,花の慶次～武威～,8,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ラブ嬢2,10,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,キャッツアイ,11,493,-415,1,1,1/246.5,1/493.0,1/493.0
2023-03-11,バジリスク絆2,12,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,HEY!鏡,23,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,政宗 戦極,25,2715,-320,37,9,1/59.0,1/73.4,1/301.7
2023-03-11,黄門ちゃまV女神盛‐MEGAMORI‐,26,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,とある科学の超電磁砲,27,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,サラリーマン金太郎～MAX～,28,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,機動戦士ガンダムユニコーン,30,5120,-1322,50,9,1/86.8,1/102.4,1/568.9
2023-03-11,ノーゲーム・ノーライフ,31,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,新鬼武者2,32,1681,-505,11,4,1/112.1,1/152.8,1/420.2
2023-03-11,交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,33,33,-36,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,犬夜叉,35,247,-317,0,1,1/247.0,1/0.0,1/247.0
2023-03-11,コードギアス反逆のルルーシュ3,36,796,+990,4,9,1/61.2,1/199.0,1/88.4
2023-03-11,押忍!番長ZERO,37,809,+156,7,1,1/101.1,1/115.6,1/809.0
2023-03-11,押忍!サラリーマン番長2,38,149,-172,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,スーパーリオエース,50,21,-33,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ブラックラグーン4,51,33,-75,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,バイオハザード RE:2,52,1824,-984,6,6,1/152.0,1/304.0,1/304.0
2023-03-11,ガンダム クロスオーバー,53,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,幼女戦記,55,2364,-1399,28,1,1/81.5,1/84.4,1/2364.0
2023-03-11,笑ゥせぇるすまん絶笑,56,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,BOOWY,57,37,-35,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,実況BINGO倶楽部,58,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ゴッドイーター ジ・アニメーション,71,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,鉄拳5,72,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,バイオハザード7 レジデント イービル,73,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,モンキーターンⅣ,75,108,-147,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,政宗3,76,316,-234,0,1,1/316.0,1/0.0,1/316.0
2023-03-11,うしおととら 雷槍一閃,77,120,-141,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,スーパービンゴギャラクシー,78,3613,+1029,15,15,1/120.4,1/240.9,1/240.9
2023-03-11,モンスターハンター:ワールド,80,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ガメラ,111,936,+480,2,2,1/234.0,1/468.0,1/468.0
2023-03-11,ピンクパンサーSP,112,969,+155,4,1,1/193.8,1/242.2,1/969.0
2023-03-11,Re:ゼロから始める異世界生活Apex Vacation,116,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ケロット4,117,279,+237,2,1,1/93.0,1/139.5,1/279.0
2023-03-11,マッピー,138,979,+43,3,3,1/163.2,1/326.3,1/326.3
2023-03-11,サンダーVライトニング,150,39,-47,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,CCエンジェル,151,2154,-617,5,6,1/195.8,1/430.8,1/359.0
2023-03-11,バーサスリヴァイズ,152,1563,-553,4,2,1/260.5,1/390.8,1/781.5
2023-03-11,革命機ヴァルヴレイヴ,688,5451,-1945,21,4,1/218.0,1/259.6,1/1362.8
2023-03-11,喰霊‐零‐ 運命乱～うんめいのみだれ～,705,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,トータル・イクリプス2,706,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,ガールズ＆パンツァーG～これが私の戦車道です！～,707,346,-111,2,1,1/115.3,1/173.0,1/346.0
2023-03-11,戦国乙女3～天剣を継ぐもの～,708,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,みうのおしゃべりパチスロ,710,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,スカイガールズ~ゼロのツバサ~,711,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,～ガールズケイリン～GIフェアリーグランプリ,712,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,Re:ゼロから始める異世界生活,713,556,-500,1,0,1/556.0,1/556.0,1/0.0
2023-03-11,マジカルハロウィン7,715,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-11,マジカルハロウィン～Trick or Treat!～,716,157,-273,0,0,1/0.0,1/0.0,1/0.0
