日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-17,アイムジャグラーEX-TP,561,6973,0,26,20,1/151.6,1/268.2,1/348.6
2023-11-17,アイムジャグラーEX-TP,562,6196,0,23,17,1/154.9,1/269.4,1/364.5
2023-11-17,アイムジャグラーEX-TP,563,8049,-2400,20,24,1/182.9,1/402.4,1/335.4
2023-11-17,アイムジャグラーEX-TP,564,6169,-800,20,15,1/176.3,1/308.4,1/411.3
2023-11-17,アイムジャグラーEX-TP,565,2783,-1500,6,6,1/231.9,1/463.8,1/463.8
2023-11-17,アイムジャグラーEX-TP,566,8158,+1100,34,28,1/131.6,1/239.9,1/291.4
2023-11-17,アイムジャグラーEX-TP,567,7982,+1200,31,29,1/133.0,1/257.5,1/275.2
2023-11-17,アイムジャグラーEX-TP,568,4068,-1200,11,10,1/193.7,1/369.8,1/406.8
2023-11-17,アイムジャグラーEX-TP,569,8407,0,29,28,1/147.5,1/289.9,1/300.2
2023-11-17,アイムジャグラーEX-TP,570,7214,+2400,33,27,1/120.2,1/218.6,1/267.2
2023-11-17,アイムジャグラーEX-TP,571,3882,-1500,8,13,1/184.9,1/485.2,1/298.6
2023-11-17,アイムジャグラーEX-TP,572,7688,+1000,31,28,1/130.3,1/248.0,1/274.6
2023-11-17,アイムジャグラーEX-TP,621,7988,+1400,33,33,1/121.0,1/242.1,1/242.1
2023-11-17,アイムジャグラーEX-TP,622,5233,-1700,14,16,1/174.4,1/373.8,1/327.1
2023-11-17,アイムジャグラーEX-TP,623,4898,-1400,14,13,1/181.4,1/349.9,1/376.8
2023-11-17,アイムジャグラーEX-TP,624,4702,-1200,14,10,1/195.9,1/335.9,1/470.2
2023-11-17,アイムジャグラーEX-TP,625,7624,+400,31,26,1/133.8,1/245.9,1/293.2
2023-11-17,アイムジャグラーEX-TP,626,8475,-900,31,20,1/166.2,1/273.4,1/423.8
2023-11-17,アイムジャグラーEX-TP,627,5803,-900,18,17,1/165.8,1/322.4,1/341.4
2023-11-17,アイムジャグラーEX-TP,628,7761,+1600,32,29,1/127.2,1/242.5,1/267.6
2023-11-17,アイムジャグラーEX-TP,629,5977,+500,23,21,1/135.8,1/259.9,1/284.6
2023-11-17,アイムジャグラーEX-TP,630,7816,-100,27,27,1/144.7,1/289.5,1/289.5
2023-11-17,アイムジャグラーEX-TP,631,8166,+900,37,16,1/154.1,1/220.7,1/510.4
2023-11-17,アイムジャグラーEX-TP,632,7506,-1800,20,23,1/174.6,1/375.3,1/326.3
2023-11-17,アイムジャグラーEX-TP,633,5773,+1300,27,16,1/134.3,1/213.8,1/360.8
2023-11-17,アイムジャグラーEX-TP,634,6952,+1500,27,30,1/122.0,1/257.5,1/231.7
2023-11-17,アイムジャグラーEX-TP,635,6524,+1800,29,24,1/123.1,1/225.0,1/271.8
2023-11-17,アイムジャグラーEX-TP,636,7971,+1300,31,31,1/128.6,1/257.1,1/257.1
2023-11-17,アイムジャグラーEX-TP,637,8501,+2000,30,48,1/109.0,1/283.4,1/177.1
2023-11-17,アイムジャグラーEX-TP,638,7218,-1100,19,28,1/153.6,1/379.9,1/257.8
2023-11-17,アイムジャグラーEX-TP,639,6430,+1300,29,20,1/131.2,1/221.7,1/321.5
2023-11-17,アイムジャグラーEX-TP,640,7603,+1800,34,26,1/126.7,1/223.6,1/292.4
2023-11-17,アイムジャグラーEX-TP,641,5824,+2400,31,19,1/116.5,1/187.9,1/306.5
