日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-02-03,アイムジャグラーEX,118,612,-30,2,1,1/204.0,1/306.0,1/612.0
2023-02-03,アイムジャグラーEX,120,2340,+276,10,6,1/146.2,1/234.0,1/390.0
2023-02-03,アイムジャグラーEX,121,245,-321,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,アイムジャグラーEX,122,59,-68,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,アイムジャグラーEX,123,3002,+554,13,7,1/150.1,1/230.9,1/428.9
2023-02-03,アイムジャグラーEX,125,2571,+981,14,4,1/142.8,1/183.6,1/642.8
2023-02-03,アイムジャグラーEX,平均,1472,+232,6,3,1/154.9,1/226.4,1/490.5
2023-02-03,ディスクアップ2,60,1772,+1871,11,2,1/136.3,1/161.1,1/886.0
2023-02-03,ディスクアップ2,61,3756,+467,13,11,1/156.5,1/288.9,1/341.5
2023-02-03,ディスクアップ2,62,2540,-157,9,1,1/254.0,1/282.2,1/2540.0
2023-02-03,ディスクアップ2,平均,2689,+727,11,5,1/171.7,1/244.5,1/576.3
2023-02-03,ハッピージャグラーVIII,130,651,-179,2,1,1/217.0,1/325.5,1/651.0
2023-02-03,ハッピージャグラーVIII,131,1900,+293,7,7,1/135.7,1/271.4,1/271.4
2023-02-03,ハッピージャグラーVIII,132,2579,+783,13,5,1/143.3,1/198.4,1/515.8
2023-02-03,ハッピージャグラーVIII,平均,1710,+299,7,4,1/146.6,1/233.2,1/394.6
2023-02-03,マイジャグラーV,126,1360,-423,4,2,1/226.7,1/340.0,1/680.0
2023-02-03,マイジャグラーV,127,2711,+191,10,6,1/169.4,1/271.1,1/451.8
2023-02-03,マイジャグラーV,128,4286,-235,12,16,1/153.1,1/357.2,1/267.9
2023-02-03,マイジャグラーV,平均,2786,-156,9,8,1/167.1,1/321.4,1/348.2
2023-02-03,ひぐらしのなく頃に祭2,21,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,ひぐらしのなく頃に祭2,22,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,ひぐらしのなく頃に祭2,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,アラジンAクラシック,63,22,-44,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,アラジンAクラシック,65,32,-64,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,アラジンAクラシック,平均,27,-54,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,チバリヨ‐25,66,3058,-484,12,2,1/218.4,1/254.8,1/1529.0
2023-02-03,チバリヨ‐25,67,1086,-1318,1,0,1/1086.0,1/1086.0,1/0.0
2023-02-03,チバリヨ‐25,平均,2072,-901,6,1,1/276.3,1/318.8,1/2072.0
2023-02-03,ニューパルサーDX3,113,182,-221,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,ニューパルサーDX3,115,2199,-138,6,7,1/169.2,1/366.5,1/314.1
2023-02-03,ニューパルサーDX3,平均,1190,-180,3,4,1/183.2,1/396.8,1/340.1
2023-02-03,ニューパルサーSPⅢ,133,210,-151,0,1,1/210.0,1/0.0,1/210.0
2023-02-03,ニューパルサーSPⅢ,135,6,-18,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,ニューパルサーSPⅢ,平均,108,-84,0,0,1/216.0,1/0.0,1/216.0
2023-02-03,ハードボイルド,18,981,+812,5,1,1/163.5,1/196.2,1/981.0
2023-02-03,ハードボイルド,20,468,-203,1,1,1/234.0,1/468.0,1/468.0
2023-02-03,ハードボイルド,平均,724,+304,3,1,1/181.1,1/241.5,1/724.5
2023-02-03,リノヘブン,701,510,+145,3,0,1/170.0,1/170.0,1/0.0
2023-02-03,リノヘブン,703,1002,-250,3,5,1/125.2,1/334.0,1/200.4
2023-02-03,リノヘブン,平均,756,-52,3,2,1/137.5,1/252.0,1/302.4
2023-02-03,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,718,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,720,657,+238,9,9,1/36.5,1/73.0,1/73.0
2023-02-03,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,平均,328,+119,4,4,1/36.5,1/73.0,1/73.0
2023-02-03,新ハナビ,136,626,-392,1,1,1/313.0,1/626.0,1/626.0
2023-02-03,新ハナビ,137,454,-285,1,0,1/454.0,1/454.0,1/0.0
2023-02-03,新ハナビ,平均,540,-338,1,0,1/360.0,1/540.0,1/1080.0
2023-02-03,甲鉄城のカバネリ,16,3471,-2121,15,12,1/128.6,1/231.4,1/289.2
2023-02-03,甲鉄城のカバネリ,17,3052,+381,24,6,1/101.7,1/127.2,1/508.7
2023-02-03,甲鉄城のカバネリ,平均,3262,-870,20,9,1/114.4,1/167.3,1/362.4
2023-02-03,花火絶景,108,20,-28,0,0,1/0.0,1/0.0,1/0.0
2023-02-03,花火絶景,110,172,-236,0,0,1/0.0,1/0.0,1/0.0
