日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-03-05,アイムジャグラーEX,118,1730,+154,6,5,1/157.3,1/288.3,1/346.0
2023-03-05,アイムジャグラーEX,120,615,-287,1,2,1/205.0,1/615.0,1/307.5
2023-03-05,アイムジャグラーEX,121,3020,+1660,16,11,1/111.9,1/188.8,1/274.5
2023-03-05,アイムジャグラーEX,122,2224,-293,7,6,1/171.1,1/317.7,1/370.7
2023-03-05,アイムジャグラーEX,123,576,-93,2,1,1/192.0,1/288.0,1/576.0
2023-03-05,アイムジャグラーEX,125,1120,-1022,1,2,1/373.3,1/1120.0,1/560.0
2023-03-05,アイムジャグラーEX,平均,1548,+20,6,4,1/154.8,1/281.4,1/343.9
2023-03-05,ディスクアップ2,60,4231,-1517,8,9,1/248.9,1/528.9,1/470.1
2023-03-05,ディスクアップ2,61,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-05,ディスクアップ2,62,6341,+3766,30,11,1/154.7,1/211.4,1/576.5
2023-03-05,ディスクアップ2,平均,3524,+750,13,7,1/182.3,1/278.2,1/528.6
2023-03-05,ハッピージャグラーVIII,130,2115,-48,8,6,1/151.1,1/264.4,1/352.5
2023-03-05,ハッピージャグラーVIII,131,140,-140,0,0,1/0.0,1/0.0,1/0.0
2023-03-05,ハッピージャグラーVIII,132,3888,+1283,20,7,1/144.0,1/194.4,1/555.4
2023-03-05,ハッピージャグラーVIII,平均,2048,+365,9,4,1/149.8,1/219.4,1/472.5
2023-03-05,マイジャグラーV,126,2874,+1061,13,9,1/130.6,1/221.1,1/319.3
2023-03-05,マイジャグラーV,127,7644,+2852,38,22,1/127.4,1/201.2,1/347.5
2023-03-05,マイジャグラーV,128,2020,-935,5,4,1/224.4,1/404.0,1/505.0
2023-03-05,マイジャグラーV,平均,4179,+993,19,12,1/137.8,1/223.9,1/358.2
2023-03-05,ひぐらしのなく頃に祭2,21,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-03-05,ひぐらしのなく頃に祭2,22,651,+78,2,2,1/162.8,1/325.5,1/325.5
2023-03-05,ひぐらしのなく頃に祭2,平均,326,+39,1,1,1/162.8,1/325.5,1/325.5
2023-03-05,チバリヨ‐25,66,218,-339,0,0,1/0.0,1/0.0,1/0.0
2023-03-05,チバリヨ‐25,67,736,-724,1,1,1/368.0,1/736.0,1/736.0
2023-03-05,チバリヨ‐25,平均,477,-532,0,0,1/477.0,1/954.0,1/954.0
2023-03-05,ニューパルサーDX3,113,627,-174,1,2,1/209.0,1/627.0,1/313.5
2023-03-05,ニューパルサーDX3,115,6609,+1867,28,18,1/143.7,1/236.0,1/367.2
2023-03-05,ニューパルサーDX3,平均,3618,+846,14,10,1/147.7,1/249.5,1/361.8
2023-03-05,ニューパルサーSPⅢ,133,629,-271,1,2,1/209.7,1/629.0,1/314.5
