日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-05,アイムジャグラーEX-TP,559,3384,-1100,8,9,1/199.1,1/423.0,1/376.0
2023-11-05,アイムジャグラーEX-TP,560,7441,+1300,27,33,1/124.0,1/275.6,1/225.5
2023-11-05,アイムジャグラーEX-TP,561,7089,-800,18,29,1/150.8,1/393.8,1/244.4
2023-11-05,アイムジャグラーEX-TP,562,8423,+2700,37,32,1/122.1,1/227.6,1/263.2
2023-11-05,アイムジャグラーEX-TP,563,5044,-900,14,18,1/157.6,1/360.3,1/280.2
2023-11-05,アイムジャグラーEX-TP,564,3135,-300,10,6,1/195.9,1/313.5,1/522.5
2023-11-05,アイムジャグラーEX-TP,565,9293,+1100,34,36,1/132.8,1/273.3,1/258.1
2023-11-05,アイムジャグラーEX-TP,566,6533,-200,22,18,1/163.3,1/297.0,1/362.9
2023-11-05,アイムジャグラーEX-TP,567,6355,-1800,14,23,1/171.8,1/453.9,1/276.3
2023-11-05,アイムジャグラーEX-TP,568,8229,+2800,37,34,1/115.9,1/222.4,1/242.0
2023-11-05,アイムジャグラーEX-TP,569,6381,+1200,26,20,1/138.7,1/245.4,1/319.1
2023-11-05,アイムジャグラーEX-TP,570,8337,+3000,34,42,1/109.7,1/245.2,1/198.5
2023-11-05,アイムジャグラーEX-TP,571,7883,+1200,30,29,1/133.6,1/262.8,1/271.8
2023-11-05,アイムジャグラーEX-TP,572,4995,-100,19,12,1/161.1,1/262.9,1/416.2
2023-11-05,アイムジャグラーEX-TP,621,8236,+2400,40,27,1/122.9,1/205.9,1/305.0
2023-11-05,アイムジャグラーEX-TP,622,5774,+1000,26,16,1/137.5,1/222.1,1/360.9
2023-11-05,アイムジャグラーEX-TP,623,7236,+900,27,26,1/136.5,1/268.0,1/278.3
2023-11-05,アイムジャグラーEX-TP,624,6306,-600,20,17,1/170.4,1/315.3,1/370.9
2023-11-05,アイムジャグラーEX-TP,625,7518,-100,23,29,1/144.6,1/326.9,1/259.2
2023-11-05,アイムジャグラーEX-TP,626,5635,-500,21,7,1/201.2,1/268.3,1/805.0
2023-11-05,アイムジャグラーEX-TP,627,3162,0,14,5,1/166.4,1/225.9,1/632.4
2023-11-05,アイムジャグラーEX-TP,628,3119,-700,8,10,1/173.3,1/389.9,1/311.9
2023-11-05,アイムジャグラーEX-TP,629,4870,-900,16,10,1/187.3,1/304.4,1/487.0
2023-11-05,アイムジャグラーEX-TP,630,6574,-400,23,21,1/149.4,1/285.8,1/313.0
2023-11-05,アイムジャグラーEX-TP,631,5748,+100,20,15,1/164.2,1/287.4,1/383.2
2023-11-05,アイムジャグラーEX-TP,632,5017,-1500,15,8,1/218.1,1/334.5,1/627.1
2023-11-05,アイムジャグラーEX-TP,633,4607,+300,17,15,1/144.0,1/271.0,1/307.1
