日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2022-09-05,アイムジャグラーEX,116,690,+270,4,1,1/138.0,1/172.5,1/690.0
2022-09-05,アイムジャグラーEX,117,5530,+790,21,17,1/145.5,1/263.3,1/325.3
2022-09-05,アイムジャグラーEX,118,730,+10,3,0,1/243.3,1/243.3,1/0.0
2022-09-05,アイムジャグラーEX,120,2610,-500,7,8,1/174.0,1/372.9,1/326.2
2022-09-05,アイムジャグラーEX,121,1940,-150,7,3,1/194.0,1/277.1,1/646.7
2022-09-05,アイムジャグラーEX,122,1220,-900,2,1,1/406.7,1/610.0,1/1220.0
2022-09-05,アイムジャグラーEX,123,5660,-150,17,20,1/153.0,1/332.9,1/283.0
2022-09-05,アイムジャグラーEX,125,1680,-230,6,2,1/210.0,1/280.0,1/840.0
2022-09-05,アイムジャグラーEX,平均,2508,-108,8,6,1/168.6,1/299.4,1/385.8
2022-09-05,甲鉄城のカバネリ,13,1010,-560,5,3,1/126.2,1/202.0,1/336.7
2022-09-05,甲鉄城のカバネリ,15,4330,-2790,18,15,1/131.2,1/240.6,1/288.7
2022-09-05,甲鉄城のカバネリ,16,1510,-270,10,6,1/94.4,1/151.0,1/251.7
2022-09-05,甲鉄城のカバネリ,17,3210,+1880,27,8,1/91.7,1/118.9,1/401.2
2022-09-05,甲鉄城のカバネリ,平均,2515,-435,15,8,1/109.3,1/167.7,1/314.4
2022-09-05,ディスクアップ2,60,7350,+30,23,14,1/198.6,1/319.6,1/525.0
2022-09-05,ディスクアップ2,61,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ディスクアップ2,62,1740,-760,3,4,1/248.6,1/580.0,1/435.0
2022-09-05,ディスクアップ2,平均,3030,-243,9,6,1/206.6,1/349.6,1/505.0
2022-09-05,マイジャグラーV,126,4410,+130,13,17,1/147.0,1/339.2,1/259.4
2022-09-05,マイジャグラーV,127,3050,-270,9,9,1/169.4,1/338.9,1/338.9
2022-09-05,マイジャグラーV,128,2200,+520,9,6,1/146.7,1/244.4,1/366.7
2022-09-05,マイジャグラーV,平均,3220,+127,10,11,1/153.3,1/311.6,1/301.9
2022-09-05,新ハナビ,135,430,-340,1,0,1/430.0,1/430.0,1/0.0
2022-09-05,新ハナビ,136,1960,-620,5,1,1/326.7,1/392.0,1/1960.0
2022-09-05,新ハナビ,137,1860,-560,2,9,1/169.1,1/930.0,1/206.7
2022-09-05,新ハナビ,平均,1417,-507,3,3,1/236.1,1/531.2,1/425.0
2022-09-05,Re:ゼロから始める異世界生活,688,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,Re:ゼロから始める異世界生活,700,40,-50,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,Re:ゼロから始める異世界生活,平均,20,-25,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ひぐらしのなく頃に祭2,18,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ひぐらしのなく頃に祭2,20,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ひぐらしのなく頃に祭2,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,サラリーマン金太郎～MAX～,21,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,サラリーマン金太郎～MAX～,22,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,サラリーマン金太郎～MAX～,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ニューパルサーDX3,112,300,-370,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ニューパルサーDX3,113,2380,+900,11,5,1/148.8,1/216.4,1/476.0
2022-09-05,ニューパルサーDX3,平均,1340,+265,6,2,1/167.5,1/243.6,1/536.0
2022-09-05,ニューパルサーSPⅢ,130,340,+150,0,5,1/68.0,1/0.0,1/68.0
2022-09-05,ニューパルサーSPⅢ,131,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ニューパルサーSPⅢ,平均,170,+75,0,2,1/68.0,1/0.0,1/68.0
2022-09-05,バジリスク絆2,63,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,バジリスク絆2,65,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,バジリスク絆2,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,718,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,720,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,平均,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,リングにかけろ ワールドチャンピオンカーニバル編,1,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,モンスターハンター:ワールドTM 黄金狩猟,2,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,新鬼武者～DAWN OF DREAMS～,3,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,北斗の拳 宿命,5,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,青の祓魔師,6,550,-530,1,0,1/550.0,1/550.0,1/0.0
2022-09-05,GANTZ極 THE SURVIVAL GAME,7,10,-10,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,花の慶次～武威～,8,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ラブ嬢2,10,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,天元突破グレンラガン,11,50,-30,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,キャッツアイ,12,1050,-760,4,5,1/116.7,1/262.5,1/210.0
2022-09-05,吉宗3,23,40,-50,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ハイパーブラックジャック,25,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,黄門ちゃまV女神盛‐MEGAMORI‐,26,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,笑ゥせぇるすまん絶笑,27,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,天下布武4,28,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,青鬼,30,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ノーゲーム・ノーライフ,31,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,新鬼武者2,32,5590,+270,48,21,1/81.0,1/116.5,1/266.2
2022-09-05,交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,33,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,犬夜叉,35,2600,+1250,35,5,1/65.0,1/74.3,1/520.0
2022-09-05,コードギアス反逆のルルーシュ3,36,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,閃乱カグラ BURST UP,37,3920,-230,19,20,1/100.5,1/206.3,1/196.0
2022-09-05,真・北斗無双,38,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,スーパーリオエース,50,7500,+930,19,11,1/250.0,1/394.7,1/681.8
2022-09-05,ブラックラグーン4,51,10,-20,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,哲也 ‐天運地力‐,52,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ガンダム クロスオーバー,53,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ボンバーパワフルIII,55,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,豪炎高校應援團 檄,56,40,-50,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,デビル メイ クライ 5,57,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,実況BINGO倶楽部,58,2870,+280,16,0,1/179.4,1/179.4,1/0.0
2022-09-05,鉄拳5,66,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,モンキーターンⅣ,67,820,+1380,9,2,1/74.5,1/91.1,1/410.0
2022-09-05,HEY!鏡,68,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,押忍!サラリーマン番長2,70,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ゴッドイーター ジ・アニメーション,71,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,トータル・イクリプス2,72,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,バイオハザード7 レジデント イービル,73,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,北斗の拳 天昇,75,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,政宗3,76,1480,-1510,0,2,1/740.0,1/0.0,1/740.0
2022-09-05,うしおととら 雷槍一閃,77,320,-430,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,スーパービンゴギャラクシー,78,300,-190,0,1,1/300.0,1/0.0,1/300.0
2022-09-05,モンスターハンター:ワールド,80,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ガメラ,108,200,-320,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ピンクパンサーSP,110,1720,-850,2,6,1/215.0,1/860.0,1/286.7
2022-09-05,スーパーリノSP,111,90,-140,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,Re:ゼロから始める異世界生活Apex Vacation,115,130,-140,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ケロット4,132,0,0,1,0,1/0.0,1/0.0,1/0.0
2022-09-05,ギャラガ,133,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,マッピー,138,620,-480,1,2,1/206.7,1/620.0,1/310.0
2022-09-05,サンダーVライトニング,150,1020,0,4,2,1/170.0,1/255.0,1/510.0
2022-09-05,CCエンジェル,151,970,-690,2,1,1/323.3,1/485.0,1/970.0
2022-09-05,バーサスリヴァイズ,152,1140,-310,3,1,1/285.0,1/380.0,1/1140.0
2022-09-05,絶対衝激III,701,1150,-570,4,3,1/164.3,1/287.5,1/383.3
2022-09-05,ヱヴァンゲリヲン AT777,702,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,スナイパイ71,703,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,喰霊‐零‐ 運命乱～うんめいのみだれ～,705,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,アイドルマスター ミリオンライブ！,706,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,ガールズ＆パンツァーG～これが私の戦車道です！～,707,1210,+1540,19,3,1/55.0,1/63.7,1/403.3
2022-09-05,戦国乙女3～天剣を継ぐもの～,708,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,みうのおしゃべりパチスロ,710,140,-100,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,スカイガールズ~ゼロのツバサ~,711,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,712,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,物語シリーズ セカンドシーズン,713,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,マジカルハロウィン7,715,0,0,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,マジカルハロウィン～Trick or Treat!～,716,40,-50,0,0,1/0.0,1/0.0,1/0.0
2022-09-05,エヴァンゲリオン フェスティバル,717,530,-580,0,1,1/530.0,1/0.0,1/530.0
