日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-04,アイムジャグラーEX-TP,559,2831,-1600,5,8,1/217.8,1/566.2,1/353.9
2023-11-04,アイムジャグラーEX-TP,560,5388,+700,24,12,1/149.7,1/224.5,1/449.0
2023-11-04,アイムジャグラーEX-TP,561,4964,-800,16,9,1/198.6,1/310.2,1/551.6
2023-11-04,アイムジャグラーEX-TP,562,4571,-500,15,12,1/169.3,1/304.7,1/380.9
2023-11-04,アイムジャグラーEX-TP,563,4158,-700,11,13,1/173.2,1/378.0,1/319.8
2023-11-04,アイムジャグラーEX-TP,564,7737,+900,33,24,1/135.7,1/234.5,1/322.4
2023-11-04,アイムジャグラーEX-TP,565,9258,+1600,40,29,1/134.2,1/231.4,1/319.2
2023-11-04,アイムジャグラーEX-TP,566,3621,-1300,9,11,1/181.1,1/402.3,1/329.2
2023-11-04,アイムジャグラーEX-TP,567,3911,-1200,8,13,1/186.2,1/488.9,1/300.8
2023-11-04,アイムジャグラーEX-TP,568,2013,-100,8,1,1/223.7,1/251.6,1/2013.0
2023-11-04,アイムジャグラーEX-TP,569,1171,-400,4,0,1/292.8,1/292.8,1/0.0
2023-11-04,アイムジャグラーEX-TP,570,3762,+400,15,7,1/171.0,1/250.8,1/537.4
2023-11-04,アイムジャグラーEX-TP,571,7592,-1300,19,27,1/165.0,1/399.6,1/281.2
2023-11-04,アイムジャグラーEX-TP,572,3017,-300,11,4,1/201.1,1/274.3,1/754.2
2023-11-04,アイムジャグラーEX-TP,621,2536,-800,8,4,1/211.3,1/317.0,1/634.0
2023-11-04,アイムジャグラーEX-TP,622,7721,+600,33,19,1/148.5,1/234.0,1/406.4
2023-11-04,アイムジャグラーEX-TP,623,3496,-1000,8,10,1/194.2,1/437.0,1/349.6
2023-11-04,アイムジャグラーEX-TP,624,7329,-500,25,19,1/166.6,1/293.2,1/385.7
2023-11-04,アイムジャグラーEX-TP,625,3272,-600,10,8,1/181.8,1/327.2,1/409.0
2023-11-04,アイムジャグラーEX-TP,626,2921,-600,8,10,1/162.3,1/365.1,1/292.1
2023-11-04,アイムジャグラーEX-TP,627,8823,+2000,37,40,1/114.6,1/238.5,1/220.6
