日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-21,アイムジャグラーEX-TP,561,4147,+300,19,7,1/159.5,1/218.3,1/592.4
2023-11-21,アイムジャグラーEX-TP,562,765,-300,2,1,1/255.0,1/382.5,1/765.0
2023-11-21,アイムジャグラーEX-TP,563,8391,+1600,30,46,1/110.4,1/279.7,1/182.4
2023-11-21,アイムジャグラーEX-TP,564,4317,+200,17,11,1/154.2,1/253.9,1/392.5
2023-11-21,アイムジャグラーEX-TP,565,2297,+200,10,6,1/143.6,1/229.7,1/382.8
2023-11-21,アイムジャグラーEX-TP,566,5537,+300,22,16,1/145.7,1/251.7,1/346.1
2023-11-21,アイムジャグラーEX-TP,567,2379,+900,12,8,1/119.0,1/198.2,1/297.4
2023-11-21,アイムジャグラーEX-TP,568,7476,+2100,28,45,1/102.4,1/267.0,1/166.1
2023-11-21,アイムジャグラーEX-TP,569,2565,-1000,5,7,1/213.8,1/513.0,1/366.4
2023-11-21,アイムジャグラーEX-TP,570,8493,+3500,42,29,1/119.6,1/202.2,1/292.9
2023-11-21,アイムジャグラーEX-TP,571,533,+100,2,1,1/177.7,1/266.5,1/533.0
2023-11-21,アイムジャグラーEX-TP,572,4690,+500,21,11,1/146.6,1/223.3,1/426.4
2023-11-21,アイムジャグラーEX-TP,621,1718,+100,6,3,1/190.9,1/286.3,1/572.7
2023-11-21,アイムジャグラーEX-TP,622,4241,+400,20,7,1/157.1,1/212.1,1/605.9
2023-11-21,アイムジャグラーEX-TP,623,1297,-300,5,1,1/216.2,1/259.4,1/1297.0
2023-11-21,アイムジャグラーEX-TP,624,1930,-400,7,2,1/214.4,1/275.7,1/965.0
2023-11-21,アイムジャグラーEX-TP,625,5658,+1400,27,15,1/134.7,1/209.6,1/377.2
2023-11-21,アイムジャグラーEX-TP,626,2959,-700,8,6,1/211.4,1/369.9,1/493.2
2023-11-21,アイムジャグラーEX-TP,627,2326,-200,9,3,1/193.8,1/258.4,1/775.3
2023-11-21,アイムジャグラーEX-TP,628,3857,+300,16,11,1/142.9,1/241.1,1/350.6
2023-11-21,アイムジャグラーEX-TP,629,7371,-100,22,30,1/141.8,1/335.0,1/245.7
2023-11-21,アイムジャグラーEX-TP,630,2506,-700,5,8,1/192.8,1/501.2,1/313.2
2023-11-21,アイムジャグラーEX-TP,631,2890,-600,10,4,1/206.4,1/289.0,1/722.5
2023-11-21,アイムジャグラーEX-TP,632,4607,-1300,13,10,1/200.3,1/354.4,1/460.7
2023-11-21,アイムジャグラーEX-TP,633,4300,-1300,12,11,1/187.0,1/358.3,1/390.9
2023-11-21,アイムジャグラーEX-TP,634,3069,-600,10,8,1/170.5,1/306.9,1/383.6
2023-11-21,アイムジャグラーEX-TP,635,1109,-900,1,2,1/369.7,1/1109.0,1/554.5
2023-11-21,アイムジャグラーEX-TP,636,3482,-1200,7,8,1/232.1,1/497.4,1/435.2
2023-11-21,アイムジャグラーEX-TP,637,3815,-200,13,11,1/159.0,1/293.5,1/346.8
2023-11-21,アイムジャグラーEX-TP,638,4977,-900,12,22,1/146.4,1/414.8,1/226.2
2023-11-21,アイムジャグラーEX-TP,639,2599,-1000,5,7,1/216.6,1/519.8,1/371.3
2023-11-21,アイムジャグラーEX-TP,640,1734,-1000,3,4,1/247.7,1/578.0,1/433.5
2023-11-21,アイムジャグラーEX-TP,641,1566,-900,4,1,1/313.2,1/391.5,1/1566.0
2023-11-21,マイジャグラーV,490,3669,+400,18,6,1/152.9,1/203.8,1/611.5
2023-11-21,マイジャグラーV,491,3995,+300,18,6,1/166.5,1/221.9,1/665.8
2023-11-21,マイジャグラーV,492,6388,-500,25,16,1/155.8,1/255.5,1/399.2
2023-11-21,マイジャグラーV,493,3255,-600,8,13,1/155.0,1/406.9,1/250.4
2023-11-21,マイジャグラーV,494,2109,-500,6,5,1/191.7,1/351.5,1/421.8
2023-11-21,マイジャグラーV,495,3670,-1800,7,7,1/262.1,1/524.3,1/524.3
2023-11-21,マイジャグラーV,496,1336,-500,4,2,1/222.7,1/334.0,1/668.0
2023-11-21,マイジャグラーV,497,5426,-1100,16,10,1/208.7,1/339.1,1/542.6
2023-11-21,マイジャグラーV,498,1826,-600,4,6,1/182.6,1/456.5,1/304.3
2023-11-21,マイジャグラーV,499,7270,+1300,31,22,1/137.2,1/234.5,1/330.5
2023-11-21,マイジャグラーV,500,4021,-1400,9,8,1/236.5,1/446.8,1/502.6
2023-11-21,マイジャグラーV,541,6131,-800,18,22,1/153.3,1/340.6,1/278.7
2023-11-21,マイジャグラーV,542,1855,-700,5,1,1/309.2,1/371.0,1/1855.0
2023-11-21,マイジャグラーV,543,3588,-1400,8,8,1/224.2,1/448.5,1/448.5
2023-11-21,マイジャグラーV,544,4388,-200,14,12,1/168.8,1/313.4,1/365.7
