日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-13,アイムジャグラーEX-TP,561,3650,-500,12,10,1/165.9,1/304.2,1/365.0
2023-11-13,アイムジャグラーEX-TP,562,4524,+700,20,10,1/150.8,1/226.2,1/452.4
2023-11-13,アイムジャグラーEX-TP,563,4911,+1000,22,13,1/140.3,1/223.2,1/377.8
2023-11-13,アイムジャグラーEX-TP,564,1394,-100,4,6,1/139.4,1/348.5,1/232.3
2023-11-13,アイムジャグラーEX-TP,565,8140,+3600,43,23,1/123.3,1/189.3,1/353.9
2023-11-13,アイムジャグラーEX-TP,566,2351,+500,10,8,1/130.6,1/235.1,1/293.9
2023-11-13,アイムジャグラーEX-TP,567,1455,0,5,4,1/161.7,1/291.0,1/363.8
2023-11-13,アイムジャグラーEX-TP,568,5692,+900,23,21,1/129.4,1/247.5,1/271.0
2023-11-13,アイムジャグラーEX-TP,569,1240,-400,3,1,1/310.0,1/413.3,1/1240.0
2023-11-13,アイムジャグラーEX-TP,570,2953,-600,10,8,1/164.1,1/295.3,1/369.1
2023-11-13,アイムジャグラーEX-TP,571,891,0,3,2,1/178.2,1/297.0,1/445.5
2023-11-13,アイムジャグラーEX-TP,572,7633,+2100,36,27,1/121.2,1/212.0,1/282.7
2023-11-13,アイムジャグラーEX-TP,621,1800,+700,10,1,1/163.6,1/180.0,1/1800.0
2023-11-13,アイムジャグラーEX-TP,622,4346,+2000,21,18,1/111.4,1/207.0,1/241.4
2023-11-13,アイムジャグラーEX-TP,623,5239,+1000,22,22,1/119.1,1/238.1,1/238.1
2023-11-13,アイムジャグラーEX-TP,624,5425,0,20,18,1/142.8,1/271.2,1/301.4
2023-11-13,アイムジャグラーEX-TP,625,388,-400,0,0,1/0.0,1/0.0,1/0.0
2023-11-13,アイムジャグラーEX-TP,626,1796,+400,9,5,1/128.3,1/199.6,1/359.2
2023-11-13,アイムジャグラーEX-TP,627,2216,-200,7,6,1/170.5,1/316.6,1/369.3
2023-11-13,アイムジャグラーEX-TP,628,3007,+400,14,9,1/130.7,1/214.8,1/334.1
