日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-18,閉鎖,680,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,682,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,685,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,687,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,700,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,702,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,705,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,707,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,710,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,712,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,715,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,717,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,閉鎖,720,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,アイムジャグラーEX-TP,121,380,-149,1,1,1/190.0,1/380.0,1/380.0
2023-11-18,アイムジャグラーEX-TP,122,964,-552,2,1,1/321.3,1/482.0,1/964.0
2023-11-18,アイムジャグラーEX-TP,123,738,-118,3,0,1/246.0,1/246.0,1/0.0
2023-11-18,アイムジャグラーEX-TP,125,1765,-385,5,5,1/176.5,1/353.0,1/353.0
2023-11-18,スマスロ北斗の拳,688,1064,+273,11,3,1/76.0,1/96.7,1/354.7
2023-11-18,スマスロ北斗の拳,701,414,+123,4,1,1/82.8,1/103.5,1/414.0
2023-11-18,スマスロ北斗の拳,703,3969,+1514,42,7,1/81.0,1/94.5,1/567.0
2023-11-18,ディスクアップ2,60,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ディスクアップ2,61,318,-366,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ディスクアップ2,62,5578,-180,16,12,1/199.2,1/348.6,1/464.8
2023-11-18,ハッピージャグラーVIII,130,1697,+138,7,4,1/154.3,1/242.4,1/424.2
2023-11-18,ハッピージャグラーVIII,131,128,-191,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ハッピージャグラーVIII,132,650,-86,2,1,1/216.7,1/325.0,1/650.0
2023-11-18,バイオハザード:ヴェンデッタ,713,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,バイオハザード:ヴェンデッタ,716,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,バイオハザード:ヴェンデッタ,718,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,マイジャグラーV,126,1460,-1066,3,0,1/486.7,1/486.7,1/0.0
2023-11-18,マイジャグラーV,127,3729,+515,16,8,1/155.4,1/233.1,1/466.1
2023-11-18,マイジャグラーV,128,610,-595,0,1,1/610.0,1/0.0,1/610.0
2023-11-18,甲鉄城のカバネリ,15,1924,-1782,5,3,1/240.5,1/384.8,1/641.3
2023-11-18,甲鉄城のカバネリ,16,115,-167,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,甲鉄城のカバネリ,17,6787,-378,42,20,1/109.5,1/161.6,1/339.4
2023-11-18,HEY！エリートサラリーマン鏡,677,1597,+888,8,6,1/114.1,1/199.6,1/266.2
2023-11-18,HEY！エリートサラリーマン鏡,678,6249,-463,22,9,1/201.6,1/284.0,1/694.3
2023-11-18,ひぐらしのなく頃に祭2,21,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ひぐらしのなく頃に祭2,22,1,-3,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ゴーゴージャグラー3,118,587,-57,2,1,1/195.7,1/293.5,1/587.0
2023-11-18,ゴーゴージャグラー3,120,6640,+786,28,20,1/138.3,1/237.1,1/332.0
2023-11-18,ニューゲッターマウス,108,4967,+211,20,23,1/115.5,1/248.3,1/216.0
2023-11-18,ニューゲッターマウス,110,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ニューパルサーDX3,113,466,-552,0,0,1/0.0,1/0.0,1/0.0
2023-11-18,ニューパルサーDX3,115,402,+68,1,3,1/100.5,1/402.0,1/134.0
2023-11-18,ニューパルサーSPⅢ,133,1921,+213,6,7,1/147.8,1/320.2,1/274.4
2023-11-18,ニューパルサーSPⅢ,135,200,-138,0,1,1/200.0,1/0.0,1/200.0
