日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-01,アイムジャグラーEX-TP,559,7597,+1600,29,28,1/133.3,1/262.0,1/271.3
2023-11-01,アイムジャグラーEX-TP,560,7374,-100,22,25,1/156.9,1/335.2,1/295.0
2023-11-01,アイムジャグラーEX-TP,561,5809,-2700,9,19,1/207.5,1/645.4,1/305.7
2023-11-01,アイムジャグラーEX-TP,562,6392,+800,28,19,1/136.0,1/228.3,1/336.4
2023-11-01,アイムジャグラーEX-TP,563,7138,+100,27,19,1/155.2,1/264.4,1/375.7
2023-11-01,アイムジャグラーEX-TP,564,3021,-100,11,7,1/167.8,1/274.6,1/431.6
2023-11-01,アイムジャグラーEX-TP,565,7557,+400,27,30,1/132.6,1/279.9,1/251.9
2023-11-01,アイムジャグラーEX-TP,566,6064,+800,26,15,1/147.9,1/233.2,1/404.3
2023-11-01,アイムジャグラーEX-TP,567,5305,-200,19,13,1/165.8,1/279.2,1/408.1
2023-11-01,アイムジャグラーEX-TP,568,5254,-1100,15,16,1/169.5,1/350.3,1/328.4
2023-11-01,アイムジャグラーEX-TP,569,7134,+100,29,15,1/162.1,1/246.0,1/475.6
2023-11-01,アイムジャグラーEX-TP,570,6111,+800,24,22,1/132.8,1/254.6,1/277.8
2023-11-01,アイムジャグラーEX-TP,571,7101,+1800,33,18,1/139.2,1/215.2,1/394.5
2023-11-01,アイムジャグラーEX-TP,572,7732,+2300,38,23,1/126.8,1/203.5,1/336.2
2023-11-01,アイムジャグラーEX-TP,621,6468,-1100,20,14,1/190.2,1/323.4,1/462.0
2023-11-01,アイムジャグラーEX-TP,622,6286,-200,24,20,1/142.9,1/261.9,1/314.3
2023-11-01,アイムジャグラーEX-TP,623,7443,+500,29,24,1/140.4,1/256.7,1/310.1
2023-11-01,アイムジャグラーEX-TP,624,4873,-800,15,15,1/162.4,1/324.9,1/324.9
2023-11-01,アイムジャグラーEX-TP,625,4912,+300,18,14,1/153.5,1/272.9,1/350.9
2023-11-01,アイムジャグラーEX-TP,626,4726,-700,16,10,1/181.8,1/295.4,1/472.6
2023-11-01,アイムジャグラーEX-TP,627,3967,-700,11,10,1/188.9,1/360.6,1/396.7
2023-11-01,アイムジャグラーEX-TP,628,6690,+400,27,17,1/152.0,1/247.8,1/393.5
2023-11-01,アイムジャグラーEX-TP,629,3713,+300,16,7,1/161.4,1/232.1,1/530.4
2023-11-01,アイムジャグラーEX-TP,630,8085,+200,26,36,1/130.4,1/311.0,1/224.6
2023-11-01,アイムジャグラーEX-TP,631,2271,-1100,4,6,1/227.1,1/567.8,1/378.5
2023-11-01,アイムジャグラーEX-TP,632,7952,+1700,32,31,1/126.2,1/248.5,1/256.5
2023-11-01,アイムジャグラーEX-TP,633,8524,+1400,35,30,1/131.1,1/243.5,1/284.1
2023-11-01,アイムジャグラーEX-TP,634,3871,-1600,8,10,1/215.1,1/483.9,1/387.1
2023-11-01,アイムジャグラーEX-TP,635,7550,+1900,35,25,1/125.8,1/215.7,1/302.0
2023-11-01,アイムジャグラーEX-TP,636,6280,+800,27,18,1/139.6,1/232.6,1/348.9
2023-11-01,アイムジャグラーEX-TP,637,8098,+1700,33,30,1/128.5,1/245.4,1/269.9
2023-11-01,アイムジャグラーEX-TP,638,7373,+2100,34,26,1/122.9,1/216.9,1/283.6
2023-11-01,アイムジャグラーEX-TP,639,7479,+2900,36,26,1/120.6,1/207.8,1/287.7
2023-11-01,アイムジャグラーEX-TP,640,7372,+1800,33,23,1/131.6,1/223.4,1/320.5
2023-11-01,アイムジャグラーEX-TP,641,3759,-700,13,7,1/187.9,1/289.2,1/537.0
2023-11-01,マイジャグラーV,497,8663,+800,31,37,1/127.4,1/279.5,1/234.1
2023-11-01,マイジャグラーV,498,5984,-1600,19,10,1/206.3,1/314.9,1/598.4
2023-11-01,マイジャグラーV,499,6091,-400,22,15,1/164.6,1/276.9,1/406.1
2023-11-01,マイジャグラーV,500,7976,+400,30,23,1/150.5,1/265.9,1/346.8
2023-11-01,マイジャグラーV,541,6488,-900,21,13,1/190.8,1/309.0,1/499.1
2023-11-01,マイジャグラーV,542,7887,+800,35,19,1/146.1,1/225.3,1/415.1
2023-11-01,マイジャグラーV,543,6519,-700,20,20,1/163.0,1/325.9,1/325.9
2023-11-01,マイジャグラーV,544,5018,-700,15,12,1/185.9,1/334.5,1/418.2
2023-11-01,マイジャグラーV,545,6834,-400,24,23,1/145.4,1/284.8,1/297.1
2023-11-01,マイジャグラーV,546,7685,+1100,33,24,1/134.8,1/232.9,1/320.2
2023-11-01,マイジャグラーV,547,6570,+400,24,25,1/134.1,1/273.8,1/262.8
2023-11-01,マイジャグラーV,548,5559,-200,19,16,1/158.8,1/292.6,1/347.4
2023-11-01,マイジャグラーV,549,5865,+1000,25,20,1/130.3,1/234.6,1/293.2
2023-11-01,マイジャグラーV,550,4799,-2300,10,11,1/228.5,1/479.9,1/436.3
2023-11-01,マイジャグラーV,551,4759,+300,21,8,1/164.1,1/226.6,1/594.9
2023-11-01,マイジャグラーV,552,7173,-800,23,24,1/152.6,1/311.9,1/298.9
2023-11-01,マイジャグラーV,553,3985,+100,16,9,1/159.4,1/249.1,1/442.8
2023-11-01,マイジャグラーV,554,8262,-500,27,25,1/158.9,1/306.0,1/330.5
2023-11-01,マイジャグラーV,555,7690,+1100,33,21,1/142.4,1/233.0,1/366.2
2023-11-01,マイジャグラーV,556,4789,-600,17,12,1/165.1,1/281.7,1/399.1
2023-11-01,マイジャグラーV,557,5852,+200,21,21,1/139.3,1/278.7,1/278.7
2023-11-01,マイジャグラーV,558,8713,+2400,38,35,1/119.4,1/229.3,1/248.9
2023-11-01,ファンキージャグラー2,481,8395,+600,29,30,1/142.3,1/289.5,1/279.8
2023-11-01,ファンキージャグラー2,482,8917,-900,25,32,1/156.4,1/356.7,1/278.7
2023-11-01,ファンキージャグラー2,483,8424,+2300,35,35,1/120.3,1/240.7,1/240.7
2023-11-01,ファンキージャグラー2,484,8025,+1700,33,30,1/127.4,1/243.2,1/267.5
2023-11-01,ファンキージャグラー2,485,8914,+2400,37,32,1/129.2,1/240.9,1/278.6
2023-11-01,ファンキージャグラー2,486,9288,+2700,42,29,1/130.8,1/221.1,1/320.3
2023-11-01,ファンキージャグラー2,487,9314,+1500,40,26,1/141.1,1/232.8,1/358.2
2023-11-01,ファンキージャグラー2,488,8822,+2700,38,36,1/119.2,1/232.2,1/245.1
2023-11-01,ファンキージャグラー2,489,9249,+3000,42,31,1/126.7,1/220.2,1/298.4
2023-11-01,ファンキージャグラー2,490,9025,+2800,43,26,1/130.8,1/209.9,1/347.1
2023-11-01,ファンキージャグラー2,491,9056,+500,35,28,1/143.7,1/258.7,1/323.4
2023-11-01,ファンキージャグラー2,492,8959,+2300,40,31,1/126.2,1/224.0,1/289.0
2023-11-01,ファンキージャグラー2,493,9337,+3400,46,29,1/124.5,1/203.0,1/322.0
2023-11-01,ファンキージャグラー2,494,8890,+3200,45,25,1/127.0,1/197.6,1/355.6
2023-11-01,ファンキージャグラー2,495,8902,+500,34,29,1/141.3,1/261.8,1/307.0
2023-11-01,ファンキージャグラー2,496,8941,+2400,40,32,1/124.2,1/223.5,1/279.4
2023-11-01,スマスロ北斗の拳,334,4072,-2200,27,10,1/110.1,1/150.8,1/407.2
2023-11-01,スマスロ北斗の拳,335,1908,+100,21,3,1/79.5,1/90.9,1/636.0
2023-11-01,スマスロ北斗の拳,336,3169,+200,31,11,1/75.5,1/102.2,1/288.1
2023-11-01,スマスロ北斗の拳,337,2391,-1400,14,4,1/132.8,1/170.8,1/597.8
2023-11-01,スマスロ北斗の拳,338,5624,+200,58,18,1/74.0,1/97.0,1/312.4
2023-11-01,スマスロ北斗の拳,339,6153,+500,69,18,1/70.7,1/89.2,1/341.8
2023-11-01,スマスロ北斗の拳,340,5286,+1200,63,17,1/66.1,1/83.9,1/310.9
2023-11-01,スマスロ北斗の拳,381,5122,+1700,67,12,1/64.8,1/76.4,1/426.8
2023-11-01,スマスロ北斗の拳,382,2653,-800,23,5,1/94.8,1/115.3,1/530.6
2023-11-01,スマスロ北斗の拳,383,5029,-2700,31,12,1/117.0,1/162.2,1/419.1
2023-11-01,スマスロ北斗の拳,384,1252,-100,14,3,1/73.6,1/89.4,1/417.3
2023-11-01,スマスロ北斗の拳,385,3184,-2000,21,5,1/122.5,1/151.6,1/636.8
2023-11-01,スマスロ北斗の拳,386,1630,-1300,6,3,1/181.1,1/271.7,1/543.3
2023-11-01,スマスロ北斗の拳,387,2689,+1500,41,9,1/53.8,1/65.6,1/298.8
2023-11-01,スマスロ北斗の拳,388,5450,-300,57,15,1/75.7,1/95.6,1/363.3
2023-11-01,革命機ヴァルヴレイヴ,501,4631,-3800,21,4,1/185.2,1/220.5,1/1157.8
2023-11-01,革命機ヴァルヴレイヴ,502,1122,-500,4,3,1/160.3,1/280.5,1/374.0
2023-11-01,革命機ヴァルヴレイヴ,503,2962,-2200,8,4,1/246.8,1/370.2,1/740.5
2023-11-01,革命機ヴァルヴレイヴ,504,2886,-1200,20,1,1/137.4,1/144.3,1/2886.0
2023-11-01,革命機ヴァルヴレイヴ,505,2987,-300,20,3,1/129.9,1/149.3,1/995.7
2023-11-01,革命機ヴァルヴレイヴ,506,4434,-1100,27,4,1/143.0,1/164.2,1/1108.5
2023-11-01,革命機ヴァルヴレイヴ,507,2039,+900,24,0,1/85.0,1/85.0,1/0.0
