日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-29,アイムジャグラーEX-TP,561,2162,-500,8,2,1/216.2,1/270.2,1/1081.0
2023-11-29,アイムジャグラーEX-TP,562,1081,-500,2,3,1/216.2,1/540.5,1/360.3
2023-11-29,アイムジャグラーEX-TP,563,4386,0,16,13,1/151.2,1/274.1,1/337.4
2023-11-29,アイムジャグラーEX-TP,564,1054,+100,4,3,1/150.6,1/263.5,1/351.3
2023-11-29,アイムジャグラーEX-TP,565,4446,-500,13,14,1/164.7,1/342.0,1/317.6
2023-11-29,アイムジャグラーEX-TP,566,4402,-300,15,12,1/163.0,1/293.5,1/366.8
2023-11-29,アイムジャグラーEX-TP,567,680,-400,1,1,1/340.0,1/680.0,1/680.0
2023-11-29,アイムジャグラーEX-TP,568,2375,-1000,6,4,1/237.5,1/395.8,1/593.8
2023-11-29,アイムジャグラーEX-TP,569,4036,+2000,22,13,1/115.3,1/183.5,1/310.5
2023-11-29,アイムジャグラーEX-TP,570,2838,-800,8,5,1/218.3,1/354.8,1/567.6
2023-11-29,アイムジャグラーEX-TP,571,5039,+1600,25,9,1/148.2,1/201.6,1/559.9
2023-11-29,アイムジャグラーEX-TP,572,3023,-100,11,9,1/151.2,1/274.8,1/335.9
2023-11-29,アイムジャグラーEX-TP,621,8319,+1100,34,25,1/141.0,1/244.7,1/332.8
2023-11-29,アイムジャグラーEX-TP,622,6658,+300,25,20,1/148.0,1/266.3,1/332.9
2023-11-29,アイムジャグラーEX-TP,623,7388,+2600,33,33,1/111.9,1/223.9,1/223.9
2023-11-29,アイムジャグラーEX-TP,624,7530,+400,25,30,1/136.9,1/301.2,1/251.0
2023-11-29,アイムジャグラーEX-TP,625,9260,+2700,42,34,1/121.8,1/220.5,1/272.4
2023-11-29,アイムジャグラーEX-TP,626,7145,+600,25,29,1/132.3,1/285.8,1/246.4
2023-11-29,アイムジャグラーEX-TP,627,4063,0,18,4,1/184.7,1/225.7,1/1015.8
2023-11-29,アイムジャグラーEX-TP,628,5566,+700,23,15,1/146.5,1/242.0,1/371.1
2023-11-29,アイムジャグラーEX-TP,629,6543,-1400,17,24,1/159.6,1/384.9,1/272.6
2023-11-29,アイムジャグラーEX-TP,630,5642,-700,18,19,1/152.5,1/313.4,1/296.9
2023-11-29,アイムジャグラーEX-TP,631,6946,-1000,18,29,1/147.8,1/385.9,1/239.5
2023-11-29,アイムジャグラーEX-TP,632,6528,+300,24,24,1/136.0,1/272.0,1/272.0
2023-11-29,アイムジャグラーEX-TP,633,1763,+400,9,3,1/146.9,1/195.9,1/587.7
2023-11-29,アイムジャグラーEX-TP,634,3078,-300,11,8,1/162.0,1/279.8,1/384.8
