日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-11-02,アイムジャグラーEX-TP,559,2822,0,10,8,1/156.8,1/282.2,1/352.8
2023-11-02,アイムジャグラーEX-TP,560,8443,+2600,40,30,1/120.6,1/211.1,1/281.4
2023-11-02,アイムジャグラーEX-TP,561,5074,+1600,23,18,1/123.8,1/220.6,1/281.9
2023-11-02,アイムジャグラーEX-TP,562,1976,+200,8,4,1/164.7,1/247.0,1/494.0
2023-11-02,アイムジャグラーEX-TP,563,882,-500,2,1,1/294.0,1/441.0,1/882.0
2023-11-02,アイムジャグラーEX-TP,564,543,-400,1,0,1/543.0,1/543.0,1/0.0
2023-11-02,アイムジャグラーEX-TP,565,3845,-1100,11,8,1/202.4,1/349.5,1/480.6
2023-11-02,アイムジャグラーEX-TP,566,704,-500,0,2,1/352.0,1/0.0,1/352.0
2023-11-02,アイムジャグラーEX-TP,567,1514,+500,9,1,1/151.4,1/168.2,1/1514.0
2023-11-02,アイムジャグラーEX-TP,568,5510,+1000,24,14,1/145.0,1/229.6,1/393.6
2023-11-02,アイムジャグラーEX-TP,569,3898,+400,14,15,1/134.4,1/278.4,1/259.9
2023-11-02,アイムジャグラーEX-TP,570,4082,-500,13,12,1/163.3,1/314.0,1/340.2
2023-11-02,アイムジャグラーEX-TP,571,1119,-400,3,1,1/279.8,1/373.0,1/1119.0
2023-11-02,アイムジャグラーEX-TP,572,1000,-500,1,5,1/166.7,1/1000.0,1/200.0
2023-11-02,アイムジャグラーEX-TP,621,4533,-500,11,23,1/133.3,1/412.1,1/197.1
2023-11-02,アイムジャグラーEX-TP,622,2423,+100,9,7,1/151.4,1/269.2,1/346.1
2023-11-02,アイムジャグラーEX-TP,623,7373,0,29,17,1/160.3,1/254.2,1/433.7
2023-11-02,アイムジャグラーEX-TP,624,6367,+100,21,22,1/148.1,1/303.2,1/289.4
2023-11-02,アイムジャグラーEX-TP,625,6609,+1700,30,20,1/132.2,1/220.3,1/330.4
2023-11-02,アイムジャグラーEX-TP,626,457,-200,1,0,1/457.0,1/457.0,1/0.0
2023-11-02,アイムジャグラーEX-TP,627,5880,+200,21,21,1/140.0,1/280.0,1/280.0
2023-11-02,アイムジャグラーEX-TP,628,979,-600,1,3,1/244.8,1/979.0,1/326.3
2023-11-02,アイムジャグラーEX-TP,629,3975,+700,19,6,1/159.0,1/209.2,1/662.5
2023-11-02,アイムジャグラーEX-TP,630,1140,-800,1,2,1/380.0,1/1140.0,1/570.0
2023-11-02,アイムジャグラーEX-TP,631,744,-300,2,0,1/372.0,1/372.0,1/0.0
2023-11-02,アイムジャグラーEX-TP,632,5993,0,25,13,1/157.7,1/239.7,1/461.0
2023-11-02,アイムジャグラーEX-TP,633,2785,-800,7,9,1/174.1,1/397.9,1/309.4
2023-11-02,アイムジャグラーEX-TP,634,1916,-600,6,1,1/273.7,1/319.3,1/1916.0
2023-11-02,アイムジャグラーEX-TP,635,541,-400,0,1,1/541.0,1/0.0,1/541.0
2023-11-02,アイムジャグラーEX-TP,636,4294,+1200,23,5,1/153.4,1/186.7,1/858.8
2023-11-02,アイムジャグラーEX-TP,637,1970,-300,6,6,1/164.2,1/328.3,1/328.3
2023-11-02,アイムジャグラーEX-TP,638,1302,-300,4,2,1/217.0,1/325.5,1/651.0
2023-11-02,アイムジャグラーEX-TP,639,2536,-600,7,5,1/211.3,1/362.3,1/507.2
2023-11-02,アイムジャグラーEX-TP,640,4203,+1400,22,10,1/131.3,1/191.0,1/420.3
2023-11-02,アイムジャグラーEX-TP,641,3894,+1400,19,16,1/111.3,1/204.9,1/243.4
2023-11-02,マイジャグラーV,497,3748,-100,14,8,1/170.4,1/267.7,1/468.5
2023-11-02,マイジャグラーV,498,3370,-700,12,3,1/224.7,1/280.8,1/1123.3
2023-11-02,マイジャグラーV,499,3678,-1500,9,11,1/183.9,1/408.7,1/334.4
