日付,機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
2023-01-01,マイジャグラーV,131,0,-407,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,マイジャグラーV,132,0,-83,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,マイジャグラーV,133,0,+604,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,マイジャグラーV,135,0,-196,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,マイジャグラーV,136,0,-152,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,マイジャグラーV,平均,0,-47,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ファンキージャグラー2,137,544,+857,5,0,1/108.8,1/108.8,1/0.0
2023-01-01,ファンキージャグラー2,138,0,+10,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ファンキージャグラー2,150,0,-320,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ファンキージャグラー2,151,244,-538,0,1,1/244.0,1/0.0,1/244.0
2023-01-01,ファンキージャグラー2,平均,197,+2,1,0,1/131.3,1/157.6,1/788.0
2023-01-01,HEY！エリートサラリーマン鏡,203,1224,+843,9,4,1/94.2,1/136.0,1/306.0
2023-01-01,HEY！エリートサラリーマン鏡,205,0,-2317,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,HEY！エリートサラリーマン鏡,206,1985,-784,8,2,1/198.5,1/248.1,1/992.5
2023-01-01,HEY！エリートサラリーマン鏡,平均,1070,-753,6,2,1/139.5,1/188.8,1/534.8
2023-01-01,アイムジャグラーEX,127,0,+1064,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,アイムジャグラーEX,128,73,-262,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,アイムジャグラーEX,130,375,+407,1,0,1/375.0,1/375.0,1/0.0
2023-01-01,アイムジャグラーEX,平均,149,+403,0,0,1/448.0,1/448.0,1/0.0
2023-01-01,バキ 強くなりたくば喰らえ!!!,188,894,0,2,2,1/223.5,1/447.0,1/447.0
2023-01-01,バキ 強くなりたくば喰らえ!!!,200,0,+3252,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,バキ 強くなりたくば喰らえ!!!,201,0,-1417,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,バキ 強くなりたくば喰らえ!!!,平均,298,+612,1,1,1/223.5,1/447.0,1/447.0
2023-01-01,バジリスク絆2,112,460,-201,4,0,1/115.0,1/115.0,1/0.0
2023-01-01,バジリスク絆2,113,0,-245,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,バジリスク絆2,115,0,-199,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,バジリスク絆2,平均,153,-215,1,0,1/115.0,1/115.0,1/0.0
2023-01-01,押忍!番長ZERO,175,283,+364,1,1,1/141.5,1/283.0,1/283.0
2023-01-01,押忍!番長ZERO,176,142,+1545,2,0,1/71.0,1/71.0,1/0.0
2023-01-01,押忍!番長ZERO,177,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,押忍!番長ZERO,平均,142,+636,1,0,1/106.2,1/141.7,1/425.0
2023-01-01,アラジンAクラシック,120,0,+397,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,アラジンAクラシック,121,1030,-546,7,1,1/128.8,1/147.1,1/1030.0
2023-01-01,アラジンAクラシック,平均,515,-74,4,0,1/128.8,1/147.1,1/1030.0
2023-01-01,ディスクアップ2,122,429,-71,3,1,1/107.2,1/143.0,1/429.0
2023-01-01,ディスクアップ2,123,25,-532,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ディスクアップ2,平均,227,-302,2,0,1/113.5,1/151.3,1/454.0
2023-01-01,ハッピージャグラーVIII,125,113,-358,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ハッピージャグラーVIII,126,0,+236,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,ハッピージャグラーVIII,平均,56,-61,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,モンスターハンター:ワールド,153,0,0,0,0,1/0.0,1/0.0,1/0.0
2023-01-01,モンスターハンター:ワールド,173,1332,0,13,3,1/83.2,1/102.5,1/444.0
2023-01-01,モンスターハンター:ワールド,平均,666,0,6,2,1/83.2,1/102.5,1/444.0
